Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Sniper Elite V2,X360,2012.0,Shooter,0.46,0.28,0.02,0.07,67.0,6.8,M
Metroid: Zero Mission,GBA,2004.0,Adventure,0.6,0.22,0.0,0.01,89.0,9,E
Ben 10: Protector of Earth,PS2,2007.0,Action,0.09,0.0,0.0,0.74,,7.6,E10+
Burnout Legends,PSP,2005.0,Racing,0.7,0.05,0.0,0.08,86.0,8.4,E10+
Q*bert,PS,1999.0,Puzzle,0.46,0.32,0.0,0.05,,,
Blazing Angels: Squadrons of WWII,Wii,2007.0,Simulation,0.74,0.04,0.0,0.06,57.0,6.7,T
Madden NFL 09 All-Play,Wii,2008.0,Sports,0.76,0.01,0.0,0.06,82.0,7.2,E
Ace Combat 3: Electrosphere,PS,1999.0,Simulation,0.22,0.15,0.4,0.05,,,
Dynasty Warriors 2,PS2,2000.0,Action,0.24,0.19,0.34,0.06,75.0,8.8,T
Madden NFL 07,PSP,,Sports,0.77,0.03,0.0,0.04,78.0,6.6,E
Time Crisis 4,PS3,2007.0,Shooter,0.32,0.32,0.05,0.14,60.0,7.4,T
Duke Nukem Forever,X360,2011.0,Shooter,0.52,0.25,0.0,0.07,49.0,4.4,M
Lizzie McGuire 2: Lizzie Diaries,GBA,2004.0,Action,0.6,0.22,0.0,0.01,57.0,5,E
FIFA Soccer World Championship,PS2,2000.0,Sports,0.27,0.21,0.28,0.07,,,
NCAA Football 12,PS3,2011.0,Sports,0.78,0.0,0.0,0.05,82.0,5.8,E
Brute Force,XB,2003.0,Shooter,0.62,0.18,0.01,0.03,77.0,7.8,M
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,0.37,0.33,0.0,0.13,78.0,6.7,E
Yu-Gi-Oh! Dark Duel Stories,GB,2000.0,Misc,0.0,0.0,0.83,0.0,,,
WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,0.44,0.31,0.0,0.08,79.0,8.5,T
The Game of Life,PS,1998.0,Misc,0.46,0.31,0.0,0.05,,,
Mega Man Legends,PS,1997.0,Adventure,0.39,0.26,0.12,0.05,,,
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,0.69,0.03,0.0,0.11,83.0,8.8,E10+
MLB SlugFest 20-03,PS2,,Sports,0.41,0.32,0.0,0.11,77.0,8.2,E
Need for Speed: Nitro,Wii,2009.0,Racing,0.45,0.3,0.0,0.08,69.0,7.4,E10+
Street Fighter X Tekken,PS3,2012.0,Fighting,0.42,0.21,0.1,0.09,84.0,5.3,T
MediEvil,PS,1998.0,Platform,0.46,0.31,0.0,0.05,,,
Casper,PS,1996.0,Adventure,0.46,0.31,0.0,0.05,,,
Sid Meier's Civilization Revolution,X360,2008.0,Strategy,0.58,0.17,0.0,0.07,84.0,7.8,E10+
Tales of the Abyss,3DS,2011.0,Role-Playing,0.43,0.19,0.14,0.06,75.0,7.6,T
Dragon Age II,PS3,2011.0,Action,0.4,0.26,0.05,0.11,82.0,4.3,M
Call of Duty: Modern Warfare 3,Wii,2011.0,Shooter,0.55,0.2,0.0,0.08,70.0,1.8,M
God of War Saga,PS3,2012.0,Action,0.73,0.0,0.0,0.1,,8.3,M
Scooby-Doo! First Frights,DS,2009.0,Action,0.6,0.16,0.0,0.07,,,
James Bond 007: Nightfire,XB,2002.0,Shooter,0.58,0.22,0.0,0.03,78.0,7.8,T
Tony Hawk's Pro Skater 3,GC,2001.0,Sports,0.64,0.17,0.0,0.02,91.0,9,T
Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,0.69,0.03,0.0,0.11,81.0,8.2,T
DJ Hero 2,X360,2010.0,Misc,0.64,0.12,0.0,0.06,86.0,7.9,T
Harvest Moon: Tree of Tranquility,Wii,2007.0,Simulation,0.67,0.03,0.06,0.05,65.0,8.2,E
Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,0.46,0.21,0.0,0.15,83.0,8,T
Need for Speed: Hot Pursuit 2,XB,2002.0,Racing,0.68,0.11,0.0,0.03,75.0,6.4,E
Killer Instinct Gold,N64,1996.0,Fighting,0.61,0.19,0.0,0.01,,,
Clu Clu Land,NES,1984.0,Puzzle,0.42,0.1,0.28,0.02,,,
Karaoke Revolution Glee,Wii,2010.0,Misc,0.51,0.24,0.0,0.07,,tbd,T
I Spy: Fun House,DS,2007.0,Puzzle,0.76,0.0,0.0,0.06,53.0,tbd,E
Amped: Freestyle Snowboarding,XB,2001.0,Sports,0.69,0.11,0.0,0.02,78.0,9,E
The Price is Right,Wii,2008.0,Misc,0.76,0.0,0.0,0.06,,4.3,E
Custer's Revenge,2600,1981.0,Action,0.76,0.05,0.0,0.01,,,
Stranglehold,X360,2007.0,Shooter,0.4,0.33,0.01,0.09,77.0,7.6,M
Rocket Power: Beach Bandits,PS2,2002.0,Platform,0.4,0.31,0.0,0.1,,6.6,E
Shin Megami Tensei: Persona 4,PS2,2008.0,Role-Playing,0.34,0.04,0.36,0.08,90.0,8.9,M
Devil May Cry HD Collection,PS3,2012.0,Action,0.42,0.19,0.11,0.09,74.0,8.8,M
Thief (2014),PS4,2014.0,Action,0.28,0.38,0.03,0.13,,,
The Lord of the Rings: War in the North,PS3,,Action,0.25,0.42,0.01,0.13,63.0,7,M
Dragon Warrior III,GB,2000.0,Role-Playing,0.0,0.0,0.81,0.0,,,
Ready 2 Rumble Boxing: Round 2,PS2,2000.0,Fighting,0.4,0.31,0.0,0.1,75.0,tbd,T
Dance Central 3,X360,2012.0,Misc,0.57,0.18,0.0,0.06,86.0,8,T
Kamaitachi no Yoru,SNES,1994.0,Adventure,0.0,0.0,0.81,0.0,,,
Imagine: Rock Star,DS,2008.0,Simulation,0.4,0.33,0.0,0.09,,tbd,E
Tales of Destiny II,PS,2000.0,Role-Playing,0.06,0.04,0.66,0.05,78.0,8.7,T
Super Bomberman 2,SNES,1994.0,Puzzle,0.0,0.0,0.81,0.0,,,
NASCAR 2001,PS,2000.0,Racing,0.45,0.31,0.0,0.05,73.0,6.1,E
Twisted Metal (2012),PS3,2012.0,Action,0.67,0.07,0.0,0.08,,,
The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,0.63,0.16,0.0,0.02,86.0,7.2,E
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,0.0,0.0,0.76,0.05,,,
MediEvil: Resurrection,PSP,2005.0,Adventure,0.19,0.41,0.0,0.22,66.0,8.7,T
Valkyrie Profile,PS,1999.0,Role-Playing,0.07,0.05,0.63,0.05,81.0,8.8,T
Shaun White Snowboarding,X360,,Sports,0.48,0.25,0.0,0.08,60.0,7.6,T
Patapon,PSP,2007.0,Misc,0.33,0.25,0.07,0.16,86.0,8.7,E
Final Fantasy Type-0,PSP,2011.0,Role-Playing,0.0,0.0,0.81,0.0,,,
Mega Man,NES,1987.0,Platform,0.45,0.08,0.27,0.01,,,
Army Men: Sarge's Heroes,N64,1999.0,Action,0.68,0.12,0.0,0.01,,,
Pro Evolution Soccer 2010,X360,2009.0,Sports,0.12,0.58,0.03,0.08,78.0,7.6,E
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,0.4,0.31,0.0,0.1,70.0,8.2,M
Madden NFL 25,XOne,2013.0,Sports,0.67,0.05,0.0,0.08,73.0,5.9,E
NCAA Football 10,PS3,2009.0,Sports,0.75,0.0,0.0,0.06,80.0,6.9,E
EarthBound,SNES,1994.0,Role-Playing,0.0,0.0,0.81,0.0,,,
The Next Tetris,PS,1998.0,Puzzle,0.45,0.31,0.0,0.05,,,
Guitar Hero: Warriors of Rock,PS3,2010.0,Misc,0.33,0.34,0.0,0.13,74.0,7.1,T
Battle of Giants: Dinosaurs,DS,2008.0,Strategy,0.37,0.35,0.0,0.09,,7.2,E
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,0.0,0.0,0.75,0.05,,,
Final Fantasy XI: Wings of the Goddess,PS2,2007.0,Role-Playing,0.35,0.27,0.09,0.09,,tbd,T
The Sims 2,PS2,2005.0,Simulation,0.67,0.03,0.0,0.11,75.0,4.4,T
Dragon Ball: Raging Blast 2,PS3,2010.0,Fighting,0.42,0.18,0.11,0.09,60.0,7.5,T
SingStar Vol. 2,PS3,2008.0,Misc,0.29,0.39,0.0,0.12,76.0,tbd,T
Who wants to be a millionaire,PS,2000.0,Misc,0.45,0.3,0.0,0.05,,,
Yakuza,PS2,2005.0,Action,0.03,0.02,0.74,0.01,75.0,8.2,M
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,0.72,0.03,0.0,0.06,,7,E
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,0.62,0.16,0.0,0.02,75.0,7.6,T
Moto Racer,PS,1997.0,Racing,0.45,0.3,0.0,0.05,,,
Hitman: Contracts,PS2,2004.0,Shooter,0.39,0.31,0.0,0.1,80.0,8.3,M
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,0.2,0.26,0.3,0.04,79.0,8.5,T
Ben 10: Alien Force,Wii,2008.0,Action,0.52,0.21,0.0,0.07,45.0,7.8,E10+
Final Fantasy Anthology,PS,1999.0,Role-Playing,0.45,0.3,0.0,0.05,80.0,8.1,T
DiRT 2,X360,2009.0,Racing,0.32,0.39,0.0,0.09,87.0,8.2,T
Prince of Persia: Warrior Within,XB,2004.0,Action,0.48,0.28,0.0,0.04,83.0,7.5,M
Deca Sports 2,Wii,2009.0,Sports,0.31,0.33,0.09,0.07,49.0,tbd,E
Killzone: Mercenary,PSV,2013.0,Shooter,0.2,0.39,0.04,0.17,78.0,8.9,M
Pro Evolution Soccer 2010,PSP,2009.0,Sports,0.09,0.33,0.2,0.18,72.0,4.6,E
Guitar Hero: Metallica,X360,2009.0,Misc,0.52,0.2,0.0,0.07,84.0,8.1,T
Final Fantasy X / X-2 HD Remaster,PSV,2013.0,Role-Playing,0.16,0.24,0.28,0.12,86.0,8.5,T
Super Robot Taisen α,PS,2000.0,Strategy,0.0,0.0,0.75,0.05,,,
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,0.68,0.09,0.0,0.02,68.0,8.3,E
PES 2009: Pro Evolution Soccer,PSP,,Sports,0.04,0.33,0.26,0.17,,,
Hasbro Family Game Night 3,Wii,2010.0,Misc,0.46,0.27,0.0,0.07,,tbd,E
Tales of Destiny 2,PS2,2002.0,Role-Playing,0.0,0.0,0.8,0.0,,,
Capcom's Soccer Shootout,SNES,1993.0,Sports,0.0,0.0,0.8,0.0,,,
Rayman Raving Rabbids 2,DS,2007.0,Misc,0.73,0.01,0.0,0.06,57.0,7,E10+
The Sims 2: Pets,PSP,2006.0,Simulation,0.19,0.38,0.0,0.22,57.0,7.3,T
Alien,2600,1981.0,Action,0.74,0.04,0.0,0.01,,,
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,0.66,0.02,0.0,0.11,73.0,8.6,T
Guitar Hero: Aerosmith,PS2,2008.0,Misc,0.61,0.0,0.0,0.18,71.0,6.3,T
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action,0.43,0.29,0.0,0.07,48.0,6.4,T
Ridge Racer,PS,1994.0,Racing,0.0,0.0,0.74,0.05,,,
pro evolution soccer 2011,PSP,2010.0,Sports,0.05,0.3,0.29,0.16,74.0,5.8,E
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,0.61,0.16,0.0,0.02,79.0,8.9,E
All Star Cheer Squad,Wii,2008.0,Sports,0.43,0.29,0.0,0.08,,5.2,E
Momotarou Dentetsu 7,PS,1997.0,Simulation,0.0,0.0,0.74,0.05,,,
DmC: Devil May Cry,PS3,2013.0,Action,0.24,0.26,0.19,0.1,85.0,5.3,M
Motocross Mania,PS,2001.0,Racing,0.44,0.3,0.0,0.05,34.0,5.3,E
EA Sports Active NFL Training Camp,Wii,2010.0,Sports,0.75,0.0,0.0,0.05,,tbd,E
Darksiders II,X360,2012.0,Action,0.45,0.27,0.0,0.07,83.0,8,M
Need for Speed Rivals,X360,2013.0,Racing,0.37,0.35,0.01,0.07,76.0,5.4,E10+
[Prototype 2],X360,2012.0,Action,0.48,0.24,0.0,0.07,74.0,7,M
Mega Man 5,NES,1992.0,Platform,0.39,0.07,0.32,0.01,,,
WCW Mayhem,N64,1999.0,Fighting,0.63,0.15,0.0,0.01,,,
Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,0.64,0.03,0.02,0.1,70.0,tbd,E10+
Armored Core 2,PS2,2000.0,Simulation,0.28,0.22,0.23,0.07,78.0,8.4,T
Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,0.0,0.0,0.79,0.0,,,
The Godfather II,X360,2009.0,Action,0.47,0.23,0.01,0.08,65.0,6.9,M
Dragon's Dogma,X360,2012.0,Role-Playing,0.42,0.23,0.07,0.06,75.0,7.8,M
Pro Evolution Soccer 2016,PS4,2015.0,Sports,0.13,0.42,0.13,0.1,87.0,7.1,E
The Amazing Spider-Man (Console Version),PS3,2012.0,Action,0.31,0.35,0.0,0.13,,,
Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,0.75,0.03,0.0,0.01,,,
Rare Replay,XOne,2015.0,Misc,0.49,0.22,0.01,0.07,84.0,7.7,M
Band Hero,X360,2009.0,Misc,0.51,0.21,0.0,0.07,76.0,5,E10+
NCAA Football 08,PS2,2007.0,Sports,0.65,0.03,0.0,0.11,83.0,8.3,E
FIFA Soccer 2004,XB,2003.0,Sports,0.24,0.49,0.0,0.05,82.0,8.2,E
The Sims 2: Castaway,PSP,2007.0,Simulation,0.08,0.46,0.0,0.25,64.0,7.3,E10+
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,0.32,0.2,0.21,0.06,72.0,7.2,T
Sniper: Ghost Warrior,PS3,2011.0,Shooter,0.27,0.34,0.04,0.13,53.0,6,M
Invizimals,PSP,2009.0,Strategy,0.17,0.5,0.0,0.11,69.0,7.3,E10+
Forza Horizon 2,X360,2014.0,Racing,0.35,0.37,0.0,0.06,,5.1,E10+
The 7th Guest,PC,1992.0,Adventure,0.02,0.77,0.0,0.0,,,T
WWE 2K15,PS3,2014.0,Sports,0.36,0.29,0.0,0.13,55.0,3.1,T
Too Human,X360,2008.0,Role-Playing,0.38,0.29,0.03,0.08,65.0,7,T
Yars' Revenge,2600,1982.0,Shooter,0.73,0.04,0.0,0.01,,,
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,0.42,0.25,0.0,0.11,81.0,7.7,E
Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,0.56,0.21,0.0,0.01,71.0,tbd,E
Doom,PS,1994.0,Shooter,0.43,0.3,0.0,0.05,,,
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,0.67,0.04,0.01,0.06,85.0,8.1,M
Buzz! The Hollywood Quiz,PS2,2007.0,Misc,0.17,0.0,0.0,0.61,,,
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,0.43,0.27,0.01,0.07,74.0,8.5,T
Golden Sun: Dark Dawn,DS,2010.0,Role-Playing,0.51,0.09,0.13,0.05,79.0,8.1,E10+
Fight Night Champion,X360,2011.0,Fighting,0.4,0.31,0.0,0.07,86.0,7.4,M
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,0.43,0.3,0.0,0.05,,,
Dead Island: Riptide,X360,2013.0,Action,0.44,0.26,0.01,0.07,57.0,6.3,M
Madden NFL 16,PS3,2015.0,Sports,0.57,0.06,0.0,0.14,,3.1,E
Battle Stations,PS,1997.0,Strategy,0.43,0.29,0.0,0.05,,,
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,0.61,0.11,0.0,0.06,68.0,7.8,E10+
The World Ends With You,DS,2007.0,Role-Playing,0.49,0.04,0.21,0.04,88.0,8.9,T
Drawn to Life,DS,2007.0,Action,0.71,0.01,0.0,0.06,73.0,8.2,E
Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,0.49,0.19,0.01,0.09,85.0,7.7,E10+
NBA 2K7,PS2,2006.0,Sports,0.65,0.02,0.0,0.11,81.0,8.4,E
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,0.0,0.0,0.78,0.0,,,
Jr. Pac-Man,2600,1983.0,Puzzle,0.72,0.05,0.0,0.01,,,
James Bond 007: Nightfire,GC,2002.0,Shooter,0.6,0.16,0.0,0.02,80.0,8.6,T
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,0.37,0.22,0.13,0.06,,,
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,0.33,0.33,0.0,0.12,72.0,6.3,T
NBA ShootOut 98,PS,1998.0,Sports,0.43,0.29,0.0,0.05,,,
Rayman Origins,X360,2011.0,Platform,0.38,0.32,0.0,0.08,87.0,8.2,E10+
Galaxian,2600,1982.0,Shooter,0.72,0.05,0.0,0.01,,,
Aliens: Colonial Marines,X360,2013.0,Shooter,0.36,0.34,0.0,0.07,48.0,3.8,M
Lips,X360,2008.0,Misc,0.12,0.56,0.0,0.1,71.0,7.4,T
Andretti Racing,PS,1996.0,Racing,0.43,0.29,0.0,0.05,,,
Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,0.43,0.29,0.0,0.05,,,
Air Raid,2600,1981.0,Action,0.72,0.04,0.0,0.01,,,
MadWorld,Wii,2009.0,Action,0.45,0.23,0.02,0.07,81.0,8.6,M
Need for Speed: ProStreet,PSP,2008.0,Racing,0.24,0.33,0.01,0.19,57.0,7.1,E
Perfect Dark Zero,X360,2005.0,Shooter,0.66,0.02,0.03,0.06,81.0,7.3,M
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,0.64,0.02,0.0,0.1,53.0,6.3,T
Boxing,2600,1980.0,Fighting,0.72,0.04,0.0,0.01,,,
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,0.43,0.29,0.0,0.05,78.0,8.5,E
ABBA: You Can Dance,Wii,2011.0,Misc,0.18,0.49,0.0,0.1,66.0,tbd,E10+
Avatar: The Game,X360,2009.0,Action,0.34,0.35,0.0,0.08,,,
Resident Evil: Operation Raccoon City,X360,2012.0,Action,0.55,0.14,0.03,0.06,52.0,4.9,M
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,0.53,0.18,0.0,0.06,70.0,6.5,E
Crystal Castles,2600,1983.0,Action,0.72,0.04,0.0,0.01,,,
Worms: Open Warfare,PSP,2006.0,Strategy,0.11,0.43,0.0,0.23,70.0,6.6,E10+
Puzzler World,DS,2009.0,Puzzle,0.41,0.3,0.0,0.07,,tbd,E
Conker's Bad Fur Day,N64,2001.0,Platform,0.53,0.22,0.0,0.02,,,
Dragon Warrior I&II,GB,1999.0,Role-Playing,0.0,0.0,0.77,0.0,,,
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,0.55,0.2,0.0,0.01,38.0,5,E
Ghost Squad,Wii,2007.0,Shooter,0.42,0.21,0.08,0.07,69.0,7.5,T
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,0.38,0.29,0.0,0.1,,,
Maximo: Ghosts to Glory,PS2,2001.0,Platform,0.38,0.29,0.0,0.1,84.0,8.7,T
Donkey Kong Country 3,GBA,2005.0,Platform,0.45,0.17,0.14,0.01,77.0,8.4,E
All-Star Baseball 2003,PS2,2002.0,Sports,0.38,0.29,0.0,0.1,81.0,8.4,E
Unlimited Saga,PS2,2002.0,Role-Playing,0.1,0.08,0.56,0.03,45.0,3,T
Pokemon Dash,DS,2004.0,Racing,0.21,0.14,0.38,0.04,46.0,5.9,E
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,0.37,0.19,0.11,0.1,57.0,7.2,T
Twisted Metal: Head On,PSP,2005.0,Action,0.71,0.0,0.0,0.06,79.0,8.2,T
Personal Trainer: Walking,DS,2008.0,Sports,0.21,0.32,0.17,0.07,69.0,tbd,E
Sonic Unleashed,PS2,2008.0,Platform,0.37,0.04,0.0,0.36,66.0,6.7,E10+
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,0.37,0.29,0.0,0.1,,9,T
Formula 1,PS,1996.0,Racing,0.18,0.12,0.42,0.05,,,
Tetris Party Deluxe,DS,2010.0,Puzzle,0.28,0.3,0.12,0.07,76.0,tbd,E
Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,0.32,0.35,0.0,0.08,,,
FIFA 12,Wii,2011.0,Sports,0.15,0.5,0.0,0.11,,,
My Baby Girl,DS,2008.0,Simulation,0.61,0.09,0.0,0.06,,tbd,E
Driv3r,XB,2004.0,Racing,0.36,0.38,0.0,0.03,56.0,4.7,M
Mercenaries: Playground of Destruction,PS2,2005.0,Action,0.64,0.02,0.0,0.1,,,
The Walking Dead: Season One,PS3,2012.0,Adventure,0.4,0.23,0.03,0.1,,,
MTV Celebrity Deathmatch,PS2,2003.0,Fighting,0.37,0.29,0.0,0.1,,,
Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,0.17,0.11,0.43,0.05,,,
ISS Pro Evolution,PS,1998.0,Sports,0.0,0.0,0.71,0.05,94.0,8.7,E
Need For Speed: Undercover,PSP,2008.0,Racing,0.23,0.31,0.03,0.19,52.0,6.8,T
Metroid Prime Hunters,DS,2006.0,Shooter,0.57,0.04,0.11,0.06,85.0,8,T
Bayonetta 2,WiiU,2014.0,Action,0.32,0.28,0.1,0.06,91.0,8.2,M
Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,0.38,0.23,0.0,0.15,63.0,8,T
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,0.37,0.32,0.0,0.07,,,
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,0.59,0.16,0.0,0.01,,,
Final Fantasy II,NES,1988.0,Role-Playing,0.0,0.0,0.76,0.0,,,
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,0.0,0.0,0.76,0.0,,,
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,0.09,0.03,0.62,0.02,,,
Doom (2016),XOne,2016.0,Shooter,0.44,0.25,0.0,0.07,,,
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,0.37,0.29,0.0,0.1,65.0,6.9,M
FIFA Soccer 11,PS2,2010.0,Sports,0.11,0.29,0.0,0.36,,6.6,E
The Sims 3,3DS,2011.0,Simulation,0.3,0.37,0.03,0.07,52.0,3.3,T
Mortal Kombat: Deception,XB,2004.0,Fighting,0.61,0.12,0.0,0.03,81.0,8.8,M
That's So Raven,GBA,2004.0,Adventure,0.54,0.2,0.0,0.01,39.0,7.6,E
DJ Hero,Wii,2009.0,Misc,0.45,0.23,0.0,0.07,87.0,7.6,T
Toy Story 3: The Video Game,X360,2010.0,Action,0.41,0.27,0.0,0.07,,,
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,0.31,0.24,0.13,0.08,,,
Portal 2,PC,2011.0,Shooter,0.33,0.32,0.0,0.1,95.0,8.8,E10+
Duke Nukem Forever,PS3,2011.0,Shooter,0.33,0.31,0.0,0.12,51.0,4.9,M
Star Wars: The Force Unleashed II,Wii,2010.0,Action,0.52,0.18,0.0,0.06,71.0,7.8,T
Legends of Wrestling,PS2,2001.0,Fighting,0.37,0.29,0.0,0.1,,,
True Crime: New York City,PS2,2005.0,Action,0.57,0.02,0.07,0.09,,,
Lost Planet 2,X360,2010.0,Shooter,0.38,0.23,0.08,0.06,,,
Kane & Lynch: Dead Men,X360,2007.0,Shooter,0.36,0.31,0.01,0.08,,,
Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,0.16,0.29,0.26,0.04,,,
Final Fantasy Legend III,GB,1991.0,Role-Playing,0.0,0.0,0.76,0.0,,,
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,0.28,0.39,0.0,0.08,60.0,6,E10+
Wall-E,PS2,2008.0,Platform,0.21,0.0,0.0,0.54,67.0,8.4,E
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,0.0,0.48,0.25,0.03,81.0,7.9,E10+
Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,0.69,0.0,0.0,0.06,,,
Mega Man X5,PS,2000.0,Platform,0.3,0.21,0.2,0.05,76.0,8.9,E
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015.0,Misc,0.03,0.66,0.02,0.04,,,
Titanfall 2,PS4,2016.0,Shooter,0.34,0.25,0.05,0.12,89.0,8.4,M
Genji: Days of the Blade,PS3,2006.0,Action,0.18,0.37,0.06,0.14,55.0,5.8,T
Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,0.41,0.26,0.01,0.07,95.0,7.3,M
Rockstar Games presents Table Tennis,X360,2006.0,Sports,0.28,0.38,0.0,0.08,81.0,7.8,E
Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,0.28,0.39,0.0,0.08,58.0,6,E
PokePark 2: Wonders Beyond,Wii,2011.0,Action,0.26,0.19,0.27,0.04,60.0,7,E
DJ Hero 2,PS3,2010.0,Misc,0.47,0.19,0.0,0.1,86.0,7.8,T
WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,0.41,0.2,0.0,0.14,72.0,6,T
LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,0.41,0.28,0.0,0.06,72.0,5.2,E10+
SoulCalibur V,PS3,2012.0,Fighting,0.35,0.23,0.07,0.09,81.0,6.7,T
Shark Tale,PS2,2004.0,Action,0.37,0.29,0.0,0.1,69.0,6.5,E
San Francisco Rush: Extreme Racing,N64,1997.0,Racing,0.63,0.11,0.0,0.01,,,
Zone of the Enders,PS2,2001.0,Shooter,0.3,0.24,0.13,0.08,78.0,7.4,M
Street Fighter EX Plus Alpha,PS,1997.0,Fighting,0.28,0.19,0.23,0.05,,,
Kane & Lynch: Dead Men,PS3,2007.0,Shooter,0.29,0.32,0.01,0.13,,,
Deer Drive,Wii,2009.0,Sports,0.66,0.04,0.0,0.05,,tbd,T
Pro Evolution Soccer 2015,PS4,2014.0,Sports,0.09,0.45,0.11,0.1,82.0,7.2,E
Tony Hawk's Underground 2,XB,2004.0,Sports,0.48,0.24,0.0,0.03,83.0,7.8,T
Madden NFL 06,PSP,2005.0,Sports,0.69,0.0,0.0,0.06,75.0,7.9,E
We Sing,Wii,2009.0,Misc,0.0,0.67,0.0,0.08,,,
Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,0.21,0.46,0.0,0.08,62.0,7.6,E10+
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,0.22,0.17,0.3,0.06,81.0,7.9,T
MVP 06 NCAA Baseball,PS2,2006.0,Sports,0.62,0.02,0.0,0.1,76.0,9,E
Turok,X360,2008.0,Action,0.46,0.2,0.01,0.07,69.0,7.1,M
Final Fantasy XIV: A Realm Reborn,PS4,2014.0,Role-Playing,0.33,0.23,0.08,0.11,,,
Coded Arms,PSP,2005.0,Shooter,0.28,0.29,0.0,0.17,59.0,6.5,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,0.38,0.03,0.3,0.04,80.0,6.9,E10+
Jump Ultimate Stars,DS,2006.0,Fighting,0.0,0.0,0.74,0.0,,,
Jampack Summer 2001,PS2,2001.0,Misc,0.36,0.28,0.0,0.1,,,
The Lord of the Rings: Conquest,PS3,2009.0,Action,0.38,0.25,0.0,0.11,54.0,7.1,T
Band Hero,PS3,2009.0,Misc,0.41,0.23,0.0,0.11,76.0,5.7,E10+
Burnout,PS2,2001.0,Racing,0.36,0.28,0.0,0.1,79.0,7.7,E
Spectrobes,DS,2007.0,Role-Playing,0.66,0.02,0.0,0.06,63.0,7.9,E
